w0,w1,n
tambien,se,3
tambien,senores,1
tambien,si,1
tambien,sintieron,1
tambien,son,1
tambien,su,2
tambien,sus,4
tambien,tantos,1
tambien,tenia,1
tambien,todos,1
tambien,tohil,1
tambien,una,1
tambien,vencido,1
tambien,y,1
tambor,,2
tambores,,1
tampoco,construyeron,1
tampoco,debe,1
tampoco,dejeis,1
tampoco,en,1
tampoco,era,1
tampoco,eran,1
tampoco,es,1
tampoco,fue,1
tampoco,fueron,1
tampoco,hablo,1
tampoco,les,1
tampoco,los,1
tampoco,mereceis,1
tampoco,os,1
tampoco,puede,1
tampoco,se,1
tampoco,tenian,1
tamub,,5
tamub,e,4
tamub,que,1
tamub,y,8
tan,acertadamente,1
tan,grande,2
tan,grandes,1
tan,lejos,1
tan,solo,1
tanendo,tambores,1
tanto,,3
tanto,estaban,2
tanto,la,1
tanto,los,1
tanto,placer,1
tanto,ruido,1
tanto,se,1
tantos,iguales,2
tantos,pajaros,1
tapar,,1
tapar,el,1
taparon,y,1
tardanza,,1
tarde,,2
tatam,y,1
te,corresponde,1
te,dan,1
te,daremos,1
te,das,1
te,digo,1
te,gustaria,1
te,he,1
te,invocan,1
te,la,1
te,llegue,1
te,lo,1
te,mandara,1
te,ocuparemos,1
te,perderas,1
te,pertenece,1
te,queremos,1
te,trague,1
techo,de,4
tecpan,,1
tecum,y,3
tela,,2
tela,y,1
temblaban,las,1
temblaban,y,1
temblando,y,2
temblar,y,1
temerosos,,1
temor,,1
temor,a,1
temor,y,1
templo,de,2
templo,del,2
temprano,cuatro,1
temprano,nuestras,1
tendiase,como,1
tendido,sobre,1
tendidos,boca,1
tendidos,en,2
tendran,que,1
tendreis,,1
tendreis,compasion,1
tendreis,lo,1
tendreis,otras,1
tendrian,la,1
tened,,2
tened,compasion,1
tened,cuidado,2
tened,lastima,1
tened,misericordia,1
tened,piedad,2
tened,presente,1
teneis,vosotros,1
tenemos,conocimiento,1
tenemos,el,1
tenemos,la,1
tenemos,miedo,1
tenemos,mucho,1
tenemos,nada,1
tenemos,nombre,1
tenemos,nuestras,1
tenemos,que,2
tenemos,quien,1
tener,primero,1
tener,solamente,1
tenerlo,ya,1
tenernos,lastima,1
tengais,la,1
tengais,lastima,1
tengais,miedo,3
tengamos,misericordia,1
tengan,infortunio,1
tengan,paz,1
tengas,pena,1
tengo,algo,1
tengo,hijo,1
tengo,sosiego,1
tengocontesto,,1
tenia,alas,2
tenia,cabeza,1
tenia,de,1
tenia,dos,2
tenia,entendimiento,1
tenia,fuerza,1
tenia,fuerzas,1
tenia,hijo,1
tenia,la,3
tenia,los,1
tenia,movimiento,1
tenia,muchas,1
tenia,mujer,1
tenia,piernas,1
tenia,solamente,1
tenia,su,1
tenia,un,1
tenia,una,1
tenia,velada,1
teniais,listo,1
tenian,,2
tenian,alma,1
tenian,ambos,1
tenian,antano,1
tenian,antiguamente,1
tenian,asiento,1
tenian,buena,1
tenian,buenas,1
tenian,casas,1
tenian,celos,1
tenian,colgando,1
tenian,comida,1
tenian,como,1
tenian,conocimiento,1
tenian,consistencia,1
tenian,diferente,1
tenian,el,2
tenian,en,2
tenian,fuego,1
tenian,hambre,1
tenian,la,4
tenian,los,1
tenian,mujeres,1
tenian,ningun,1
tenian,noticia,1
tenian,pleitos,1
tenian,por,1
tenian,que,1
tenian,sangre,1
tenian,su,1
tenian,sustento,1
tenian,todavia,1
tenian,tortillas,1
tenian,una,1
tenian,vida,1
tenido,en,1
tenirles,de,1
tentacion,,1
tentativa,de,1
tentativa,y,1
tepepul,,3
tepepul,e,3
tepeu,,6
tepeu,oliman,1
tepeu,y,8
tepeuyaqui,,1
tercer,dia,1
tercer,lugar,1
tercer,nimchocoh,1
tercer,senor,1
tercera,generacion,2
tercera,manta,1
tercera,que,1
tercera,vez,2
tercero,,1
tercero,de,2
tercero,era,1
tercero,es,1
tercero,mahucutah,1
terminacion,,1
terminada,,1
terminada,la,3
terminada,su,1
terminado,el,1
terminado,eso,1
terminados,,1
terminar,,1
terminaron,las,1
termine,la,1
termino,la,2
termino,y,1
terror,en,1
testimonio,del,1
ti,,1
tiempo,,3
tiempo,alumbro,1
tiempo,de,1
tiempo,del,1
tiempo,estuvieron,2
tiempo,flautistas,1
tiempo,fueron,1
tiempo,hacian,1
tiempo,no,2
tiempo,pero,1
tiempo,que,5
tiempo,y,2
tiempos,pasados,1
tiene,hoy,1
tiene,nada,1
tiene,pelo,1
tiene,su,1
tienen,aspecto,1
tienen,casas,1
tienen,consideracion,1
tienen,que,1
tienes,en,1
tienes,madre,1
tienes,que,1
tierra,,54
tierra,a,1
tierra,allanada,1
tierra,blanca,1
tierra,con,1
tierra,cuando,2
tierra,cubre,1
tierra,del,1
tierra,desde,1
tierra,fue,1
tierra,humeda,1
tierra,las,1
tierra,le,1
tierra,llana,2
tierra,lo,1
tierra,nuestra,1
tierra,porque,1
tierra,que,1
tierra,se,2
tierra,seca,1
tierra,sereis,1
tierra,y,6
tigre,,10
tigre,balamquitze,1
tigre,cuando,1
tigre,las,1
tigre,lo,1
tigre,que,1
tigre,se,1
tigres,,8
tigres,estaban,1
tigres,y,2
tinaja,,1
tinajas,,1
tinieblas,,1
tinieblas,en,1
tinieblas,y,1
tiraban,,1
tiraban,con,1
tiradores,con,2
tirando,con,1
tirando,de,1
tirando,la,1
tirando,por,1
tiranos,,1
tirar,con,3
tiraremos,,1
tiraremos,y,1
tirarle,con,1
tiraron,con,1
tiraron,un,1
tiritaban,,1
tiritando,de,1
tiro,de,2
titulo,de,1
titulos,de,1
titulos,y,1
tizate,,1
tiznadas,,1
tocando,la,1
tocando,y,1
tocar,,1
tocar,la,5
tocaron,con,1
tocaron,de,1
tocaron,la,1
toco,el,1
toda,la,10
toda,para,1
toda,prisa,2
toda,su,1
todas,,1
todas,a,1
todas,clases,1
todas,dedicadas,1
todas,estas,1
todas,la,1
todas,las,33
todas,llenas,1
todas,partes,3
todas,que,1
todas,sus,2
todavia,,2
todavia,aqui,2
todavia,el,1
todavia,enemigos,1
todavia,estoy,1
todavia,hay,1
todavia,hoy,1
todavia,maderos,1
todavia,no,1
todavia,un,1
todavia,y,1
todo,,1
todo,con,1
todo,el,8
todo,en,1
todo,era,1
todo,esta,1
todo,estaba,1
todo,este,2
todo,esto,5
todo,inmovil,1
todo,lo,16
todo,los,1
todo,mi,1
todo,sentido,1
todo,su,2
todo,y,2
todos,,15
todos,a,2
todos,acabaron,1
todos,aguantando,1
todos,aqui,1
todos,armados,1
todos,ciertamente,1
todos,con,1
todos,consejo,1
todos,cumplian,1
todos,de,1
todos,dirigieron,1
todos,ellos,1
todos,en,4
todos,fueron,1
todos,juntos,2
todos,la,1
todos,les,2
todos,los,91
todos,por,1
todos,reunidos,1
todos,se,4
todos,sus,4
todos,tomaron,1
todos,vosotros,2
todos,y,3
todoslos,de,1
tohil,,53
tohil,cuando,1
tohil,de,2
tohil,en,1
tohil,era,2
tohil,es,1
tohil,fue,1
tohil,la,1
tohil,les,2
tohil,llego,1
tohil,no,1
tohil,pero,1
tohil,que,1
tohil,se,1
tohil,y,7
tohu,,2
tolerar,las,1
tolerar,que,1
toltecat,,1
toma,del,1
tomando,sus,1
tomar,cada,1
tomar,porque,1
tomar,su,1
tomar,sus,2
tomarlas,cosas,1
tomaron,forma,1
tomaron,la,2
tomaron,mujer,1
tomaron,nuevamente,1
tomaron,su,1
tomaron,sus,2
tomemos,nuestra,1
tomo,el,1
tomo,la,2
tomo,y,2
tonillo,sabia,1
tormento,de,2
tormentos,,1
tormentos,de,1
torno,a,1
tortillas,que,1
tortuga,,3
tortuga,y,1
trabados,en,1
trabajaron,,1
trabajo,,1
trabajo,de,2
trabajo,por,1
trabajos,,1
trabajos,pasaron,1
trabajos,y,2
tradicion,,1
tradicion,y,2
tradiciones,que,1
trae,partida,1
traed,luego,1
traedla,para,1
traedlo,pronto,1
traedme,el,2
traeis,la,1
traeis,pajaros,1
traelas,,1
traemos,,1
traemos,de,1
traemos,todas,1
traer,,1
traer,la,1
traer,las,2
traer,ninguna,1
traer,nuestro,1
traer,tierra,1
traereis,la,1
traereis,su,1
traeremos,la,1
traerla,,1
traernos,la,1
traernos,temprano,1
tragaba,,1
tragado,,1
tragan,a,1
trago,al,1
trago,de,1
trago,el,2
trague,,1
traia,balamacab,1
traia,balamquitze,1
traia,mahucutah,1
traian,,1
traian,en,2
traian,grandes,1
traian,sus,1
traido,,2
traido,a,1
traido,desde,1
traido,para,1
traido,toda,1
traido,todo,1
traigan,aca,2
traigan,enteros,1
traigan,tambien,2
traigan,todos,1
traigo,,1
traigo,un,1
trajeron,cautivos,1
trajeron,el,1
trajeron,guirnaldas,1
trajeron,la,1
trajeron,los,1
trajeron,miel,1
trajeron,piedras,1
trajeron,prisioneros,1
trajisteis,,2
trajo,la,1
tranquilamente,,1
tranquilidad,ante,1
tranquilizara,nuestro,1
tranquilo,,1
tranquilo,estaba,1
tranquilos,cuando,1
tranquilos,estaban,1
tranquilos,los,1
transformacion,pudieron,1
transformado,en,1
transmitieron,la,1
tras,de,2
tras,el,1
tras,ellos,1
trasero,,1
tratabais,,1
tratando,de,1
tratar,las,1
trataron,de,1
trataron,dehacerlo,1
trateis,de,1
trato,de,1
trayendo,unas,1
trece,de,1
trece,hacian,1
trece,hombres,2
trece,ramas,1
tres,,8
tres,a,1
tres,capas,1
tres,casas,3
tres,chocoh,3
tres,dias,2
tres,eran,1
tres,familias,1
tres,grupos,1
tres,hijos,1
tres,muchachos,2
tres,nimchocoh,1
tres,parcialidades,1
tres,piezas,1
tres,presentes,1
tres,ramas,2
tres,se,1
tres,son,1
tres,tenian,1
tres,tomaron,1
tres,tuvieron,1
tres,veces,1
tribu,cuando,1
tribu,que,1
tribus,,33
tribus,a,1
tribus,ante,1
tribus,bajo,1
tribus,cuando,4
tribus,de,2
tribus,dispusieron,1
tribus,echaron,1
tribus,en,1
tribus,era,1
tribus,eran,1
tribus,estaba,1
tribus,estas,1
tribus,grandes,3
tribus,hasta,1
tribus,les,1
tribus,no,2
tribus,pequenas,2
tribus,por,1
tribus,principales,2
tribus,que,4
tribus,se,4
tribus,sobre,2
tribus,temblando,1
tribus,todas,1
tribus,y,3
tribus,ya,1
tribusque,todos,1
tributaron,a,1
tributo,,2
tributo,al,1
tributo,ante,2
tributo,de,1
tributo,que,1
tristes,,1
tristes,estaban,1
tristeza,,2
tristeza,cuando,1
tristeza,el,1
tristeza,en,1
tristeza,y,1
trituradas,,1
triturando,los,1
triunfado,,1
triunfo,sobre,1
tronco,,1
tronco,de,2
tronco,se,2
tronco,y,1
troncos,viejos,1
trono,,3
trono,es,1
tronos,y,2
tropel,que,1
tu,,24
tu,a,1
tu,ahora,1
tu,boca,2
tu,camino,1
tu,chahal,1
tu,comida,2
tu,corazon,3
tu,culpa,1
tu,deshonestidad,1
tu,entres,1
tu,eres,1
tu,fuego,1
tu,gloria,1
tu,hechiceria,1
tu,mandado,1
tu,mano,3
tu,nombre,2
tu,padre,1
tu,presencia,2
tu,puedes,1
tu,que,1
tu,riqueza,1
tu,seas,1
tu,solo,1
tu,venida,1
tubo,de,1
tucumbalam,llego,1
tucur,tenia,1
tuhalaha,y,1
tuhalha,,2
tulan,,9
tulan,en,1
tulan,les,1
tulan,nos,1
tulanzuiva,,6
turnabanse,para,1
tus,obras,1
tuvieran,madre,1
tuvieron,gloria,1
tuvieron,hijas,2
tuvieron,hijos,3
tuvieron,padre,1
tuvieron,poder,1
tuvieron,que,2
tuvimos,miedo,1
tuvo,dos,1
tuvo,entonces,1
tuvo,hijos,1
tuvo,que,2
tuvo,solamente,1
tuvo,sucesion,1
tuya,,1
tuya,volveremos,1
tuyo,sera,1
tzacol,,2
tzalaiz,ixcuxeba,1
tzalatz18,y,1
tzel,,1
tziis,,1
tziquinaha,,5
tziquinaha,y,2
tzite,,4
tzite,hagase,1
tzite,se,1
tzolohcke,estos,1
tzotziha,chimalcan,1
tzununiha,,2
tzutuha,,1
u,olvidado,1
u,qux,2
uchabaha,,2
uchuchcamha,,3
ucliabaha,,1
uleu,,1
ultimo,,1
ultimo,le,1
ultimo,los,1
ultimos,se,1
un,aguila,1
un,animal,3
un,arbol,1
un,asiento,1
un,ayuno,3
un,bocado,1
un,bodocazo,1
un,cangrejo,2
un,cerro,1
un,chil,1
un,chisguete,1
un,cigarro,1
un,conejo,1
un,corazon,1
un,eco,1
un,ejemplo,1
un,engano,1
un,ensayo,1
un,espejo,2
un,frio,1
un,fruto,1
un,fuego,1
un,gran,14
un,grito,1
un,grupo,1
un,gusano,2
un,hacha,1
un,hijo,1
un,hombre,8
un,hondo,1
un,hormiguero,1
un,instante,6
un,intento,1
un,jefe,1
un,lado,3
un,libro,1
un,lugar,1
un,mandado,2
un,medio,1
un,mensaje,1
un,mentiroso,1
un,mismo,1
un,momento,1
un,mosquito,2
un,muchacho,2
un,muneco,1
un,murcielago,1
un,orador,1
un,pajaro,2
un,palo,1
un,pano,1
un,pedacito,1
un,pelo,1
un,piojo,1
un,plato,1
un,poco,10
un,prodigio,5
un,punado,1
un,ramo,4
un,rato,1
un,recuerdo,1
un,rey,2
un,rincon,1
un,rio,7
un,salto,1
un,senor,4
un,ser,3
un,sol,1
un,solo,6
un,tiempo,1
un,tigre,1
un,tiro,1
un,trago,1
un,vaho,1
un,verdadero,1
un,viejo,2
un,viento,1
un,volcan,1
una,,1
una,boca,1
una,bola,1
una,cabeza,1
una,calavera,1
una,cana,1
una,capa,1
una,cara,1
una,casa,21
una,ciudad,2
una,concha,1
una,consulta,1
una,cosa,1
una,cotorra,1
una,de,11
una,demostracion,1
una,desgracia,1
una,deshonra,1
una,doncella,2
una,embustera,1
una,encrucijada,1
una,enfermedad,1
una,especie,1
una,existencia,1
una,figura,1
una,flecha,1
una,generacion,1
una,gran,7
una,hermosa,3
una,hoja,1
una,humareda,1
una,inundacion,1
una,jicara,1
una,lengua,1
una,llovizna,1
una,lluvia,4
una,luz,1
una,mata,2
una,misma,3
una,montana,1
una,muchacha,1
una,muchedumbre,1
una,muestra,2
una,muralla,1
una,neblina,1
una,noche,1
una,nueva,1
una,o,1
una,palabra,1
una,parte,3
una,piedra,3
una,pierna,1
una,polvareda,1
una,prenda,1
una,prueba,1
una,punta,2
una,ramera,1
una,red,2
una,resina,1
una,segunda,1
una,sola,10
una,tierra,1
una,tribu,1
una,vez,2
una,vieja,2
una,y,1
unamonos,nosotros,1
unas,,1
unas,con,2
unas,de,1
unas,escaleras,1
unas,los,1
unas,plumas,1
unas,traian,1
undecima,generacion,1
undecimo,orden,1
undecimo,sentado,1
unica,ambicion,1
unica,mata,1
unicamente,,1
unicamente,a,1
unicamente,como,1
unicamente,de,1
unicamente,masa,1
unicamente,se,1
unico,atavio,1
unico,juez,1
unico,que,2
unios,,1
unir,su,1
unir,y,1
uniremos,y,1
uno,,9
uno,a,4
uno,al,2
uno,bajo,1
uno,cada,1
uno,con,1
uno,cuando,1
uno,de,23
uno,el,1
uno,en,2
uno,era,2
uno,estaba,1
uno,estaban,1
uno,fueron,1
uno,gritaba,1
uno,ira,1
uno,la,1
uno,le,2
uno,lo,1
uno,los,1
uno,mismo,1
uno,ni,1
uno,o,1
uno,para,1
uno,por,5
uno,se,1
uno,sea,1
uno,segun,1
uno,solo,5
uno,su,4
uno,tambien,1
uno,tenia,1
uno,tomo,1
uno,y,1
unos,,1
unos,a,3
unos,contra,1
unos,fosos,1
unos,fueron,1
unos,heroes,1
unos,huesos,1
unos,munecos,1
unos,pajaros,1
unos,pocos,1
unos,seres,1
untaban,la,1
untada,de,1
untado,el,1
untaron,uno,1
uocab,,1
uocab,era,1
uocab,les,1
usaban,el,1
usaran,la,1
usareis,esa,1
usaremos,,1
usaremos,esta,1
usaremos,la,1
usaron,balamquitze,1
util,existencia,1
utiu,,1
utzamachih,,1
utzampopzaclatol20,y,1
uvila,,1
vac,,1
vacco,,2
vacia,la,1
vacio,,1
vacio,los,1
vagabundos,cuando,1
vaho,sobre,1
vahxalahuh,,1
vahxaquicaam,y,1
valentia,,1
valiente,,1
valles,,6
valor,de,1
valor,y,1
vamonos,,1
vamonos,y,1
vamonos,ya,1
vamos,,5
vamos,a,12
vamos,al,1
vamos,matando,1
vamos,pero,1
van,,1
van,a,1
vanagloriaba,de,1
vano,sera,1
vanos,,1
varas,,1
varas,eran,1
variadas,eran,1
varias,veces,1
variedad,de,1
varios,de,1
varios,rios,1
varon,,2
varones,,1
varones,entendidos,1
varones,que,1
varones,y,1
vas,,5
vasallos,,7
vasallos,a,1
vasallos,civilizados,3
vasallos,de,3
vasallos,por,1
vasallos,que,1
vasallos,y,3
vaso,,1
vaya,a,1
vaya,por,1
vayais,despues,1
vayan,a,3
vayan,con,1
vayan,dos,1
vayan,por,1
ve,,1
ve,el,1
ve,en,1
ve,la,1
ve,que,1
vea,la,1
veamos,,1
veamos,donde,1
veamos,lo,1
veamos,nosotros,1
vean,un,1
veces,,2
veces,abuela,1
veces,abuelo,1
veces,cada,1
veces,en,1
veces,los,1
veces,madre,1
veces,padre,1
veces,podemos,1
vecinas,,1
vecindad,de,1
ved,si,1
vega,de,1
vega,del,1
vegas,de,1
veia,claramente,2
veia,el,1
veia,la,2
veian,,2
veian,a,2
veian,ante,1
veian,desde,1
veian,e,1
veian,el,2
veian,extenuados,1
veian,la,2
veian,las,1
veian,ni,1
veian,si,1
veian,todas,1
veinte,ahpop,1
veinte,galel,1
veinticuatro,casas,4
veinticuatro,mil,1
veinticuatro,senores,1
veis,,2
vela,en,2
vela,por,1
velad,,1
velada,la,1
veladores,les,1
velaran,,1
velaremos,,1
velaremos,nuestra,1
velaron,y,1
vele,por,1
veloz,como,1
vemos,,4
vemos,son,1
vemos,tambien,1
vemos,todos,1
ven,a,3
ven,aca,1
venado,,4
venado,ante,1
venado,les,1
venado,y,2
venados,,5
venados,y,7
vencer,,2
vencer,a,3
vencer,primero,1
venceran,,1
venceran,los,1
venceremos,,2
venceremos,primero,1
venceremos,y,1
vencerlo,,1
vencerlos,,3
vencidas,las,1
vencido,,6
vencido,a,2
vencido,cabracan,1
vencido,el,1
vencido,por,1
vencido,zipacna,1
vencidos,,11
vencidos,hunbatz,1
vencidos,huncame,1
vencidos,las,1
vencidos,los,3
vencidos,por,5
vencieran,,2
vencieron,a,1
vencieron,tambien,1
vencierona,todas,1
vencio,a,1
vendran,a,1
venerados,por,1
venga,a,2
venga,nuestra,1
venga,una,1
vengadores,de,2
vengais,,1
vengamos,aca,1
vengan,,7
vengan,a,5
vengan,aca,2
vengan,aqui,1
vengan,con,1
vengan,dentro,1
vengan,nuestras,1
vengan,para,1
venia,cada,1
venia,el,1
venia,observarlos,1
venian,,1
venian,cada,1
venian,en,1
venid,a,5
venid,aca,1
venid,aprisa,1
venid,con,1
venid,e,1
venid,pronto,1
venid,y,1
venida,,1
venida,de,1
venida,del,1
venido,,6
venido,a,4
venido,aqui,1
venido,con,1
venido,mensajeros,1
venido,sin,1
venido,yo,1
venimos,,2
venimos,a,1
venir,ahora,1
venir,ante,1
venis,,4
venis,abuelos,1
venis,ahacer,1
venis,aqui,1
ventura,acabaste,1
ventura,los,1
ventura,no,1
ventura,podriamos,1
ventura,se,1
venzan,,1
veo,que,2
ver,,3
ver,a,1
ver,afuera,1
ver,al,1
ver,como,1
ver,cuanto,1
ver,el,1
ver,entre,1
ver,ese,1
ver,esto,1
ver,hacia,1
ver,la,6
ver,las,4
ver,lo,1
ver,nuestros,1
ver,si,2
ver,sus,1
ver,tantos,1
ver,vucubcaquix,1
ver,vuestros,1
vera,como,1
veras,,1
veras,a,1
veras,ardieran,1
veras,como,1
veras,habeis,1
veras,han,2
veras,lo,1
verdad,,8
verdad,aspecto,1
verdad,como,1
verdad,dice,1
verdad,era,1
verdad,eran,1
verdad,es,2
verdad,grande,1
verdad,hacen,1
verdad,la,1
verdad,les,1
verdad,lo,1
verdad,muy,1
verdad,no,2
verdad,nos,1
verdad,os,1
verdad,que,2
verdad,sus,1
verdadera,,1
verdadera,sangre,1
verdaderamente,,3
verdaderamente,aqui,1
verdaderamente,cansados,1
verdaderamente,era,1
verdaderamente,eran,1
verdaderamente,es,2
verdaderamente,estaban,1
verdaderamente,hermosas,2
verdaderamente,la,1
verdaderamente,lleno,1
verdaderamente,los,2
verdaderamente,me,1
verdaderamente,nos,3
verdaderamente,se,4
verdaderamente,su,1
verdaderamente,tenemos,1
verdaderamente,tenian,1
verdaderamente,un,1
verdaderamente,vuestros,1
verdadero,labrador,1
verdaderos,criminales,1
verde,,1
verde,jicara,1
verdes,,1
verdes,y,1
vere,ahora,1
vereis,de,1
vereis,su,1
veremos,aqui,1
veremos,tambien,1
veremos,y,1
verguenza,,2
verguenza,presentamos,1
verguenza,venir,1
verla,,1
verle,la,1
verles,las,1
verlo,,2
verlo,claramente,1
verlos,,1
verlos,la,1
verlos,y,1
vernos,,1
verse,el,1
ves,a,1
vestidos,de,1
vestidos,eran,1
vete,,1
vez,,7
vez,a,2
vez,abierta,1
vez,cuando,1
vez,lo,1
vez,los,2
vez,no,1
vez,os,1
vez,podamos,1
vez,probaremos,1
vez,que,1
vez,retonaron,1
vez,sera,1
vez,seria,1
vez,si,1
vez,su,1
vez,sus,1
vez,una,1
viajes,y,1
viboras,,1
viboras,y,1
vicio,,1
vida,,6
vida,de,1
vida,feliz,1
vida,y,4
vieja,,10
vieja,a,3
vieja,era,1
vieja,regreso,1
vieja,vio,1
vieja,y,9
vieja,zaquinimatziis,1
viejo,,6
viejo,era,1
viejo,que,2
viejo,seguidos,1
viejo,y,1
viejo,zaquinimac,1
viejos,,1
viejos,contestaron,1
viejos,cuando,1
viejos,lo,1
viejos,los,1
viendo,esto,1
viendo,las,1
viendo,que,2
viene,a,1
viene,que,1
vienen,el,1
vienen,las,1
vienes,a,1
vienes,tu,1
viento,frio,1
vientre,,9
vientre,es,1
vientre,faltaba,1
vientre,por,2
vientre,y,1
vieran,y,1
viereis,a,1
vieron,a,3
vieron,al,1
vieron,balamquitze,1
vieron,entonces,1
vieron,esto,1
vieron,las,1
vieron,los,1
vieron,otra,1
vieron,que,3
vieron,tambien,1
vieron,y,2
viga,madre,2
vigias,,1
vigias,para,1
vigilada,desde,1
vigilar,a,1
vigilar,la,1
vigor,a,1
vigor,del,1
vimos,,1
vinacbam,,1
viniendo,y,1
vinieren,a,1
vinieron,,3
vinieron,a,5
vinieron,balamquitze,1
vinieron,cuando,1
vinieron,de,5
vinieron,del,1
vinieron,entonces,2
vinieron,juntos,3
vinieron,las,2
vinieron,los,3
vinieron,nuestros,1
vinieron,para,1
vinieron,tambien,1
vinieron,todos,1
vinieron,vuestros,1
vinieronlos,pueblos,1
vinieronse,despues,1
vinimos,,3
vinisteis,,1
vinisteis,de,1
vino,,1
vino,a,1
vino,al,2
vino,balamquitze,1
vino,cotzbalam,1
vino,del,2
vino,derecho,1
vino,la,3
vino,su,1
vio,claramente,1
vio,cuando,2
vio,el,1
vio,que,1
vio,sus,1
vio,todo,1
violadas,por,1
violentamente,,2
violentamente,su,1
virtud,de,1
virtud,magica,1
visajes,se,1
vista,,3
vista,alcanza,1
vista,alcanzaba,1
vista,alla,1
vista,de,1
vista,del,1
vista,esta,1
vista,llegaba,1
vista,solo,1
vistan,con,1
vistas,y,1
visteis,,1
visteis,la,1
vistieron,y,1
visto,a,1
visto,el,1
visto,esa,1
visto,la,1
visto,una,1
vistoque,esa,1
vistos,en,1
vistos,por,3
vivas,en,2
vivas,porque,1
vive,todavia,1
viven,en,1
vivian,con,1
vivian,en,1
vivian,todas,1
vivian,todos,1
vivido,siempre,1
vivo,,1
vivo,color,1
vivos,,1
vivos,cuando,1
vivos,nosotros,1
voc,,1
voc,hunahpu,1
voc,nos,1
voces,y,1
vociferaciones,de,1
vociferando,,1
volcan,de,1
volemos,cuatro,1
voluntad,,1
voluntad,a,1
voluntad,para,1
volved,ante,1
volved,hoy,1
volvemos,a,1
volveran,,1
volveran,a,1
volvereis,,1
volvereis,a,3
volveremos,,2
volveremos,a,2
volveremos,alla,1
volvia,serpiente,1
volvian,solo,1
volviana,su,1
volvieran,unos,1
volvieron,,1
volvieron,a,3
volvieron,animales,1
volvieron,bailando,1
volvieron,companeros,1
volvieron,los,1
volvieron,monos,1
volvieron,sus,1
volvieronse,estos,1
volvieronse,muy,1
volvieronse,sus,1
volvio,a,4
volvio,comida,1
volvio,zipacna,1
volviose,en,2
vomitando,sangre,1
vomitar,,1
vomito,,1
vomito,al,1
vomito,una,1
voraces,,1
vos,,2
vosotras,,1
vosotras,ira,2
vosotras,las,1
vosotras,tambien,1
vosotros,,16
vosotros,a,1
vosotros,al,1
vosotros,el,1
vosotros,les,1
vosotros,los,3
vosotros,mismos,3
vosotros,ocupaos,1
vosotros,para,1
vosotros,que,1
vosotros,sereis,1
voy,a,3
voy,de,1
voz,,1
voz,en,1
vuc,amag,1
vucamag,,1
vucub,came,2
vucub,caquix,2
vucub,hunahpu,4
vucubah,,1
vucubcame,,20
vucubcame,a,1
vucubcame,con,1
vucubcame,el,1
vucubcame,eran,1
vucubcame,le,1
vucubcame,para,1
vucubcame,por,1
vucubcame,y,3
vucubcaquix,,17
vucubcaquix,a,1
vucubcaquix,al,2
vucubcaquix,con,1
vucubcaquix,directamente,1
vucubcaquix,existian,1
vucubcaquix,le,1
vucubcaquix,mientras,1
vucubcaquix,no,1
vucubcaquix,nos,1
vucubcaquix,para,1
vucubcaquix,por,1
vucubcaquix,quisieron,1
vucubcaquix,recostado,1
vucubcaquix,reventandole,1
vucubcaquix,se,1
vucubcaquix,sea,1
vucubcaquix,tenia,2
vucubcaquix,y,2
vucubhunahpu,,12
vucubhunahpu,ante,1
vucubhunahpu,entraron,1
vucubhunahpu,no,1
vucubhunahpu,se,1
vucubhunahpu,y,2
vucubnoh,y,1
vucubpec,,1
vucubpsc,,1
vucubzivan,,2
vuelo,en,1
vueltas,delante,1
vueltas,dentro,1
vueltas,en,1
vueltas,se,1
vueltas,y,1
vuelto,a,2
vuelto,la,1
vuelto,piedra,1
vuelto,rameras,1
vuelto,un,1
vuelve,en,1
vuelve,hacia,1
vuelven,a,1
vuelven,las,1
vuestra,,1
vuestra,abuela,9
vuestra,accion,1
vuestra,ciudad,1
vuestra,comida,3
vuestra,condicion,1
vuestra,conversacion,1
vuestra,especie,1
vuestra,estirpe,1
vuestra,habitacion,1
vuestra,hija,1
vuestra,instruccion,1
vuestra,madre,1
vuestra,manera,1
vuestra,memoria,1
vuestra,morada,1
vuestra,muerte,1
vuestra,naturaleza,1
vuestra,nuera,2
vuestra,postura,1
vuestra,presencia,1
vuestra,propia,1
vuestra,raja,1
vuestra,recompensa,2
vuestra,salvacion,1
vuestra,sangre,3
vuestra,suerte,1
vuestras,caras,1
vuestras,carnes,2
vuestras,manos,2
vuestras,montanas,1
vuestras,palabras,1
vuestras,seran,1
vuestras,son,1
vuestro,,1
vuestro,agradecimiento,1
vuestro,alimento,1
vuestro,camino,1
vuestro,cautivo,1
vuestro,cigarro,1
vuestro,creador,2
vuestro,deber,1
vuestro,destino,1
vuestro,dios,2
vuestro,estado,1
vuestro,formador,1
vuestro,fuego,2
vuestro,gran,1
vuestro,lado,2
vuestro,lenguaje,1
vuestro,oficio,1
vuestro,padre,1
vuestro,poder,1
vuestro,ser,1
vuestro,sera,1
vuestro,sosten,1
vuestros,,1
vuestros,anillos,1
vuestros,bailes,1
vuestros,calzones,1
vuestros,companeros,1
vuestros,dias,1
vuestros,granos,1
vuestros,gritos,1
vuestros,guantes,1
vuestros,hermanos,2
vuestros,hijos,2
vuestros,hogares,1
vuestros,juegos,1
vuestros,los,1
vuestros,munecos,1
vuestros,nidos,2
vuestros,nietos,2
vuestros,nombres,1
vuestros,padres,3
vuestros,propios,1
